,cos,distance,person1,person2,true
0,0.6330766272361729,0.7338468201742848,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0003.png,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0101.png,True
1,0.7871396218724281,0.4257207599114329,/data/datasets_for_train/valid_35/shanghai7/shanghai7_0002.png,/data/datasets_for_train/valid_35/shanghai7/shanghai7_0102.png,True
2,0.5124240251733421,0.9751519038292132,/data/datasets_for_train/valid_35/shanghai17/shanghai17_0011.png,/data/datasets_for_train/valid_35/shanghai17/shanghai17_0102.png,True
3,0.6521975837753072,0.6956048468633172,/data/datasets_for_train/valid_35/shanghai37/shanghai37_0004.png,/data/datasets_for_train/valid_35/shanghai37/shanghai37_0101.png,True
4,0.8301618797891922,0.3396762212093357,/data/datasets_for_train/valid_35/shanghai33/shanghai33_0008.png,/data/datasets_for_train/valid_35/shanghai33/shanghai33_0102.png,True
5,0.6447623125137179,0.710475397525143,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0007.png,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0102.png,True
6,0.8300500417766312,0.3398999263425423,/data/datasets_for_train/valid_35/shanghai33/shanghai33_0008.png,/data/datasets_for_train/valid_35/shanghai33/shanghai33_0101.png,True
7,0.7253080468641241,0.5493838997394084,/data/datasets_for_train/valid_35/shanghai6/shanghai6_0008.png,/data/datasets_for_train/valid_35/shanghai6/shanghai6_0101.png,True
8,0.8140533678174297,0.3718932419595741,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0009.png,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0102.png,True
9,0.7181064018720208,0.5637872124057062,/data/datasets_for_train/valid_35/shanghai32/shanghai32_0001.png,/data/datasets_for_train/valid_35/shanghai32/shanghai32_0101.png,True
10,0.8140533678174297,0.3718932419595741,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0009.png,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0102.png,True
11,0.6012720625788909,0.7974559010989561,/data/datasets_for_train/valid_35/shanghai26/shanghai26_0009.png,/data/datasets_for_train/valid_35/shanghai26/shanghai26_0101.png,True
12,0.7210227734531987,0.5579544271047691,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0005.png,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0102.png,True
13,0.8169117520702321,0.3661764799818017,/data/datasets_for_train/valid_35/shanghai20/shanghai20_0010.png,/data/datasets_for_train/valid_35/shanghai20/shanghai20_0102.png,True
14,0.6330766272361729,0.7338468201742848,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0003.png,/data/datasets_for_train/valid_35/shanghai28/shanghai28_0101.png,True
15,0.8364500093110339,0.3270999846937271,/data/datasets_for_train/valid_35/shanghai13/shanghai13_0010.png,/data/datasets_for_train/valid_35/shanghai13/shanghai13_0102.png,True
16,0.33130686060655073,1.3373862389063944,/data/datasets_for_train/valid_35/shanghai35/shanghai35_0008.png,/data/datasets_for_train/valid_35/shanghai35/shanghai35_0102.png,True
17,0.5873125956152786,0.8253748793462088,/data/datasets_for_train/valid_35/shanghai3/shanghai3_0003.png,/data/datasets_for_train/valid_35/shanghai3/shanghai3_0102.png,True
18,0.6270001063039091,0.7459997229239643,/data/datasets_for_train/valid_35/shanghai31/shanghai31_0007.png,/data/datasets_for_train/valid_35/shanghai31/shanghai31_0101.png,True
19,0.6330270689138523,0.733945830689802,/data/datasets_for_train/valid_35/shanghai9/shanghai9_0009.png,/data/datasets_for_train/valid_35/shanghai9/shanghai9_0101.png,True
20,0.7232315517810134,0.5535369088732671,/data/datasets_for_train/valid_35/shanghai11/shanghai11_0008.png,/data/datasets_for_train/valid_35/shanghai11/shanghai11_0101.png,True
21,0.7629267394404808,0.4741465249462038,/data/datasets_for_train/valid_35/shanghai32/shanghai32_0001.png,/data/datasets_for_train/valid_35/shanghai32/shanghai32_0102.png,True
22,0.8406490321258511,0.318701910788357,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0002.png,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0101.png,True
23,0.5926059985142453,0.8147879581649704,/data/datasets_for_train/valid_35/shanghai2/shanghai2_0010.png,/data/datasets_for_train/valid_35/shanghai2/shanghai2_0102.png,True
24,0.6916215549964658,0.6167568258038251,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0006.png,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0102.png,True
25,0.6559107119523272,0.6881785936257292,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0005.png,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0101.png,True
26,0.7280997974094873,0.5438004333244798,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0006.png,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0101.png,True
27,0.8406490321258511,0.318701910788357,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0002.png,/data/datasets_for_train/valid_35/shanghai25/shanghai25_0101.png,True
28,0.5544493810866309,0.891101195457843,/data/datasets_for_train/valid_35/shanghai23/shanghai23_0005.png,/data/datasets_for_train/valid_35/shanghai23/shanghai23_0102.png,True
29,0.7253080468641241,0.5493838997394084,/data/datasets_for_train/valid_35/shanghai6/shanghai6_0008.png,/data/datasets_for_train/valid_35/shanghai6/shanghai6_0101.png,True
30,0.711389441480976,0.5772211013288602,/data/datasets_for_train/valid_35/shanghai11/shanghai11_0012.png,/data/datasets_for_train/valid_35/shanghai11/shanghai11_0102.png,True
31,0.5700018383017629,0.8599963387285954,/data/datasets_for_train/valid_35/shanghai3/shanghai3_0001.png,/data/datasets_for_train/valid_35/shanghai3/shanghai3_0102.png,True
32,0.6661654731538442,0.667669055504595,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0007.png,/data/datasets_for_train/valid_35/shanghai22/shanghai22_0101.png,True
33,0.6783959243516352,0.6432081350171117,/data/datasets_for_train/valid_35/shanghai23/shanghai23_0004.png,/data/datasets_for_train/valid_35/shanghai23/shanghai23_0101.png,True
34,0.7429245721249046,0.5141508210178483,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0002.png,/data/datasets_for_train/valid_35/shanghai15/shanghai15_0102.png,True
